name: 0f250527-029e-44c7-9ad4-c076202dca2f num_items: 3990
token, class_id, token_value, token_tf, token_df
животный, @default_class, 2.1926187400822528e-05, 76.0, 47.0
незнакомый, @default_class, 1.5579133105347864e-05, 54.0, 48.0
дополнительно, @default_class, 6.895208935020491e-05, 239.0, 199.0
усиление, @default_class, 4.067884583491832e-05, 141.0, 61.0
летать, @default_class, 4.212135900161229e-05, 146.0, 102.0
платный, @default_class, 6.404754822142422e-05, 222.0, 156.0
обмануть, @default_class, 2.538821536290925e-05, 88.0, 69.0
сократиться, @default_class, 2.3945704015204683e-05, 83.0, 68.0
42, @default_class, 5.019942909711972e-05, 174.0, 104.0
исправление, @default_class, 6.347054295474663e-05, 220.0, 159.0
снимок, @default_class, 2.509971454855986e-05, 87.0, 51.0
ярко, @default_class, 1.3559615581471007e-05, 47.0, 39.0
заканчиваться, @default_class, 6.0008511354681104e-05, 208.0, 180.0
заготовка, @default_class, 1.7310147086391225e-05, 60.0, 37.0
древние, @default_class, 2.3945704015204683e-05, 83.0, 41.0
поставлять, @default_class, 2.7119231162942015e-05, 94.0, 84.0
прогресс, @default_class, 8.943575812736526e-05, 310.0, 185.0
сущность, @default_class, 0.00011280446051387116, 391.0, 182.0
ipv6, @default_class, 2.0195171600789763e-05, 70.0, 32.0
планироваться, @default_class, 6.577855674549937e-05, 228.0, 190.0
подразумеваться, @default_class, 2.1926187400822528e-05, 76.0, 68.0
поломать, @default_class, 1.1251595424255356e-05, 39.0, 34.0
микросервис, @default_class, 3.433179153944366e-05, 119.0, 37.0
завести, @default_class, 3.72168178728316e-05, 129.0, 108.0
присвоить, @default_class, 2.9715753044001758e-05, 103.0, 80.0
электричество, @default_class, 4.6448894863715395e-05, 161.0, 88.0
expression, @default_class, 3.260077573941089e-05, 113.0, 35.0
сессия, @default_class, 0.00013559615763369948, 470.0, 168.0
позиционирование, @default_class, 2.7119231162942015e-05, 94.0, 60.0
сугубо, @default_class, 1.2117103324271739e-05, 42.0, 40.0
компиляция, @default_class, 8.164619794115424e-05, 283.0, 147.0
строиться, @default_class, 4.962242383044213e-05, 172.0, 148.0
long, @default_class, 0.0001254985691048205, 435.0, 89.0
принадлежность, @default_class, 2.8850245143985376e-05, 100.0, 77.0
населить, @default_class, 1.4713625205331482e-05, 51.0, 35.0
plus, @default_class, 3.981333793490194e-05, 138.0, 61.0
отчасти, @default_class, 2.856174251064658e-05, 99.0, 82.0
git, @default_class, 0.00013761567242909223, 477.0, 147.0
28, @default_class, 6.895208935020491e-05, 239.0, 160.0
сомневаться, @default_class, 2.913874777732417e-05, 101.0, 95.0
выводиться, @default_class, 3.7793823139509186e-05, 131.0, 107.0
приспособить, @default_class, 1.529063047200907e-05, 53.0, 50.0
сбербанк, @default_class, 2.134918213414494e-05, 74.0, 38.0
оговориться, @default_class, 1.6733141819713637e-05, 58.0, 55.0
mode, @default_class, 7.44336357456632e-05, 258.0, 96.0
колоссальный, @default_class, 1.6444639186374843e-05, 57.0, 49.0
слежение, @default_class, 1.2405605957610533e-05, 43.0, 32.0
install, @default_class, 0.0001252100628335029, 434.0, 169.0
add, @default_class, 0.00020570225024130195, 713.0, 169.0
незаменимый, @default_class, 1.2405605957610533e-05, 43.0, 40.0
уничтожение, @default_class, 1.6444639186374843e-05, 57.0, 33.0
одновременный, @default_class, 3.750532050617039e-05, 130.0, 113.0
последовательный, @default_class, 6.318203668342903e-05, 219.0, 141.0
испытать, @default_class, 2.2503190848510712e-05, 78.0, 69.0
здоровый, @default_class, 3.750532050617039e-05, 130.0, 95.0
приблизиться, @default_class, 1.3559615581471007e-05, 47.0, 46.0
вовлечение, @default_class, 1.154009805759415e-05, 40.0, 31.0
анонимный, @default_class, 3.606280733947642e-05, 125.0, 67.0
догадываться, @default_class, 1.2405605957610533e-05, 43.0, 42.0
партия, @default_class, 5.0487928092479706e-05, 175.0, 102.0
действительный, @default_class, 1.7887152353068814e-05, 62.0, 44.0
залить, @default_class, 2.2214688215171918e-05, 77.0, 64.0
технологичный, @default_class, 1.3848118214809801e-05, 48.0, 41.0
неудобство, @default_class, 2.365720138186589e-05, 82.0, 77.0
забавно, @default_class, 1.702164445305243e-05, 59.0, 56.0
грязь, @default_class, 1.2117103324271739e-05, 42.0, 32.0
дизайнер, @default_class, 0.00013530765136238188, 469.0, 190.0
create, @default_class, 0.00014973277575336397, 519.0, 172.0
box, @default_class, 1.4713625205331482e-05, 51.0, 39.0
готовить, @default_class, 5.279594915919006e-05, 183.0, 156.0
продвижение, @default_class, 7.270261994563043e-05, 252.0, 151.0
выигрывать, @default_class, 2.1926187400822528e-05, 76.0, 71.0
фантазия, @default_class, 2.4234206648543477e-05, 84.0, 71.0
косвенный, @default_class, 1.990666896745097e-05, 69.0, 47.0
провод, @default_class, 4.269836426828988e-05, 148.0, 89.0
непрерывно, @default_class, 1.6733141819713637e-05, 58.0, 48.0
оформление, @default_class, 6.664406828349456e-05, 231.0, 150.0
current, @default_class, 3.433179153944366e-05, 119.0, 58.0
пустовать, @default_class, 1.904116288642399e-05, 66.0, 40.0
неизвестный, @default_class, 5.423846232588403e-05, 188.0, 150.0
per, @default_class, 2.2791693481849506e-05, 79.0, 42.0
сотовый, @default_class, 4.125585110159591e-05, 143.0, 68.0
подсчитывать, @default_class, 1.067459106707247e-05, 37.0, 33.0
backend, @default_class, 1.6156138372025453e-05, 56.0, 36.0
приближаться, @default_class, 2.6253723262925632e-05, 91.0, 81.0
задаваться, @default_class, 5.7988992921309546e-05, 201.0, 164.0
обрезать, @default_class, 1.2405605957610533e-05, 43.0, 36.0
свежий, @default_class, 6.116252188803628e-05, 212.0, 180.0
гора, @default_class, 3.2312276744050905e-05, 112.0, 88.0
count, @default_class, 0.00013328813656698912, 462.0, 114.0
обусловить, @default_class, 4.010184056824073e-05, 139.0, 118.0
enabled, @default_class, 2.7119231162942015e-05, 94.0, 37.0
ограничивать, @default_class, 6.0008511354681104e-05, 208.0, 166.0
инструментарий, @default_class, 4.558338696369901e-05, 158.0, 121.0
срабатывание, @default_class, 5.741198765463196e-05, 199.0, 97.0
отдаваться, @default_class, 9.520581443211995e-06, 33.0, 32.0
display, @default_class, 5.019942909711972e-05, 174.0, 66.0
full, @default_class, 4.962242383044213e-05, 172.0, 85.0
1996, @default_class, 1.067459106707247e-05, 37.0, 33.0
помеха, @default_class, 3.7793823139509186e-05, 131.0, 71.0
автоматизировать, @default_class, 7.385663047898561e-05, 256.0, 199.0
располагаться, @default_class, 6.549005775013939e-05, 227.0, 179.0
одобрение, @default_class, 1.4425122571992688e-05, 50.0, 40.0
высококачественный, @default_class, 1.2982610314793419e-05, 45.0, 39.0
острый, @default_class, 2.5965220629586838e-05, 90.0, 67.0
background, @default_class, 2.1060679500806145e-05, 73.0, 35.0
неправильный, @default_class, 6.145102088339627e-05, 213.0, 167.0
суммарный, @default_class, 3.808232577284798e-05, 132.0, 105.0
увлекаться, @default_class, 1.067459106707247e-05, 37.0, 32.0
step, @default_class, 1.932966370077338e-05, 67.0, 32.0
товарищ, @default_class, 3.4908796806121245e-05, 121.0, 98.0
уменьшение, @default_class, 6.722107355017215e-05, 233.0, 181.0
guide, @default_class, 2.7119231162942015e-05, 94.0, 55.0
сигнальный, @default_class, 1.2405605957610533e-05, 43.0, 32.0
инженерия, @default_class, 1.904116288642399e-05, 66.0, 49.0
наложение, @default_class, 2.1060679500806145e-05, 73.0, 48.0
нарушить, @default_class, 3.0004255677340552e-05, 104.0, 92.0
наземный, @default_class, 1.990666896745097e-05, 69.0, 40.0
признаться, @default_class, 2.0483674234128557e-05, 71.0, 63.0
грозить, @default_class, 1.529063047200907e-05, 53.0, 48.0
принести, @default_class, 6.145102088339627e-05, 213.0, 183.0
резервный, @default_class, 0.00020483674597926438, 710.0, 141.0
res, @default_class, 8.30887074698694e-05, 288.0, 56.0
тенденция, @default_class, 7.270261994563043e-05, 252.0, 196.0
выключение, @default_class, 4.269836426828988e-05, 148.0, 71.0
world, @default_class, 8.712774433661252e-05, 302.0, 135.0
insert, @default_class, 5.5392472859239206e-05, 192.0, 54.0
вред, @default_class, 3.0004255677340552e-05, 104.0, 77.0
индикация, @default_class, 1.8464157619746402e-05, 64.0, 35.0
цивилизация, @default_class, 3.2889278372749686e-05, 114.0, 57.0
дописывать, @default_class, 8.943576176534407e-06, 31.0, 30.0
top, @default_class, 5.972000872134231e-05, 207.0, 77.0
детально, @default_class, 3.173527147737332e-05, 110.0, 100.0
книжный, @default_class, 9.520581443211995e-06, 33.0, 31.0
call, @default_class, 6.577855674549937e-05, 228.0, 90.0
резко, @default_class, 3.923633266822435e-05, 136.0, 124.0
авторизация, @default_class, 0.0001018413677229546, 353.0, 171.0
показ, @default_class, 3.4908796806121245e-05, 121.0, 87.0
испытательный, @default_class, 1.7887152353068814e-05, 62.0, 33.0
умножить, @default_class, 1.7310147086391225e-05, 60.0, 43.0
транспорт, @default_class, 5.0487928092479706e-05, 175.0, 123.0
поле, @default_class, 2.538821536290925e-05, 88.0, 73.0
безусловно, @default_class, 5.914300345466472e-05, 205.0, 167.0
advanced, @default_class, 3.9524835301563144e-05, 137.0, 83.0
отказать, @default_class, 2.134918213414494e-05, 74.0, 64.0
энергопотребление, @default_class, 2.9715753044001758e-05, 103.0, 72.0
обновляться, @default_class, 6.058551662135869e-05, 210.0, 147.0
огонь, @default_class, 2.8273239877307788e-05, 98.0, 58.0
бухгалтер, @default_class, 2.2214688215171918e-05, 77.0, 37.0
изоляция, @default_class, 3.750532050617039e-05, 130.0, 69.0
буквальный, @default_class, 1.2694107681454625e-05, 44.0, 32.0
китаец, @default_class, 3.433179153944366e-05, 119.0, 61.0
лояльный, @default_class, 1.3271112948132213e-05, 46.0, 38.0
замысел, @default_class, 1.0097585800394882e-05, 35.0, 34.0
изделие, @default_class, 7.818416634108871e-05, 271.0, 108.0
1995, @default_class, 1.3848118214809801e-05, 48.0, 33.0
знаменитый, @default_class, 2.913874777732417e-05, 101.0, 87.0
инфраструктурный, @default_class, 1.8464157619746402e-05, 64.0, 45.0
близкие, @default_class, 3.865932740154676e-05, 134.0, 116.0
дойти, @default_class, 4.7891408030409366e-05, 166.0, 142.0
level, @default_class, 5.683498238795437e-05, 197.0, 76.0
торговля, @default_class, 4.7025900130392984e-05, 163.0, 95.0
ожидаться, @default_class, 4.4429376430343837e-05, 154.0, 130.0
механик, @default_class, 4.125585110159591e-05, 143.0, 94.0
47, @default_class, 2.1637684767483734e-05, 75.0, 50.0
analysis, @default_class, 3.519729943946004e-05, 122.0, 42.0
parameters, @default_class, 2.5676717996248044e-05, 89.0, 32.0
воспроизвести, @default_class, 2.1637684767483734e-05, 75.0, 65.0
ночь, @default_class, 5.7988992921309546e-05, 201.0, 154.0
форум, @default_class, 0.00012001702270936221, 416.0, 188.0
результирующий, @default_class, 2.3368698748527095e-05, 81.0, 56.0
касперский, @default_class, 2.1926187400822528e-05, 76.0, 37.0
аналогично, @default_class, 5.1064933359157294e-05, 177.0, 147.0
наступать, @default_class, 4.817991066374816e-05, 167.0, 151.0
oracle, @default_class, 8.222320320783183e-05, 285.0, 79.0
мотив, @default_class, 2.2503190848510712e-05, 78.0, 63.0
редкий, @default_class, 6.92405883455649e-05, 240.0, 198.0
капитал, @default_class, 1.990666896745097e-05, 69.0, 42.0
образовательный, @default_class, 4.9333921197103336e-05, 171.0, 93.0
repository, @default_class, 2.1637684767483734e-05, 75.0, 32.0
глупый, @default_class, 1.6733141819713637e-05, 58.0, 51.0
primary, @default_class, 3.8947830034885556e-05, 135.0, 40.0
следовательно, @default_class, 5.6546479754615575e-05, 196.0, 164.0
набраться, @default_class, 1.0963093700411264e-05, 38.0, 37.0
сменить, @default_class, 3.981333793490194e-05, 138.0, 122.0
топ, @default_class, 4.125585110159591e-05, 143.0, 82.0
подставлять, @default_class, 8.943576176534407e-06, 31.0, 31.0
заслуга, @default_class, 1.067459106707247e-05, 37.0, 33.0
животное, @default_class, 7.904967060312629e-05, 274.0, 101.0
manager, @default_class, 6.462455348810181e-05, 224.0, 109.0
кошелёк, @default_class, 2.9715753044001758e-05, 103.0, 69.0
let, @default_class, 0.000195027663721703, 676.0, 113.0
сигнализация, @default_class, 1.6444639186374843e-05, 57.0, 35.0
карьер, @default_class, 2.1926187400822528e-05, 76.0, 53.0
хорошеть, @default_class, 5.135343599249609e-05, 178.0, 164.0
скопировать, @default_class, 7.097160414559767e-05, 246.0, 180.0
сфокусироваться, @default_class, 1.2982610314793419e-05, 45.0, 39.0
group, @default_class, 0.00013040310295764357, 452.0, 196.0
mozilla, @default_class, 2.3945704015204683e-05, 83.0, 43.0
браться, @default_class, 5.625797712127678e-05, 195.0, 156.0
измерять, @default_class, 6.404754822142422e-05, 222.0, 154.0
need, @default_class, 3.6928315239492804e-05, 128.0, 54.0
изобретать, @default_class, 2.365720138186589e-05, 82.0, 71.0
адаптировать, @default_class, 4.760290539707057e-05, 165.0, 139.0
working, @default_class, 1.6444639186374843e-05, 57.0, 30.0
сторонник, @default_class, 2.30801961151883e-05, 80.0, 55.0
заполнение, @default_class, 5.510397022590041e-05, 191.0, 123.0
разъесть, @default_class, 2.6253723262925632e-05, 91.0, 48.0
hd, @default_class, 6.231653242139146e-05, 216.0, 67.0
трудиться, @default_class, 1.932966370077338e-05, 67.0, 64.0
result, @default_class, 0.00023888003488536924, 828.0, 124.0
наполнение, @default_class, 1.5579133105347864e-05, 54.0, 36.0
гц, @default_class, 3.6928315239492804e-05, 128.0, 58.0
вложить, @default_class, 7.703015580773354e-05, 267.0, 172.0
xcode, @default_class, 1.904116288642399e-05, 66.0, 30.0
internal, @default_class, 4.4429376430343837e-05, 154.0, 45.0
наглядный, @default_class, 3.7793823139509186e-05, 131.0, 114.0
импортировать, @default_class, 3.808232577284798e-05, 132.0, 90.0
контролироваться, @default_class, 1.1251595424255356e-05, 39.0, 35.0
обман, @default_class, 1.5002127838670276e-05, 52.0, 37.0
communications, @default_class, 1.2982610314793419e-05, 45.0, 34.0
руль, @default_class, 1.6444639186374843e-05, 57.0, 45.0
предотвращение, @default_class, 3.8370828406186774e-05, 133.0, 99.0
clone, @default_class, 2.1637684767483734e-05, 75.0, 51.0
незаконный, @default_class, 1.4425122571992688e-05, 50.0, 30.0
ускорить, @default_class, 5.5680975492578e-05, 193.0, 159.0
тематический, @default_class, 4.0390343201579526e-05, 140.0, 78.0
echo, @default_class, 0.00018348755838815123, 636.0, 133.0
лететь, @default_class, 3.2312276744050905e-05, 112.0, 76.0
оперативно, @default_class, 3.519729943946004e-05, 122.0, 107.0
семья, @default_class, 6.722107355017215e-05, 233.0, 151.0
неудивительно, @default_class, 2.1926187400822528e-05, 76.0, 71.0
print, @default_class, 0.0002134918177034706, 740.0, 126.0
нод, @default_class, 1.990666896745097e-05, 69.0, 33.0
debian, @default_class, 4.15443537349347e-05, 144.0, 67.0
переключаться, @default_class, 2.9427250410662964e-05, 102.0, 85.0
ток, @default_class, 0.0001205940279760398, 418.0, 110.0
рекурсивный, @default_class, 3.577430470613763e-05, 124.0, 60.0
wget, @default_class, 2.5965220629586838e-05, 90.0, 43.0
обязанность, @default_class, 4.673739749705419e-05, 162.0, 119.0
пристальный, @default_class, 1.0386088433733676e-05, 36.0, 35.0
ов, @default_class, 2.452270928188227e-05, 85.0, 51.0
творить, @default_class, 1.4425122571992688e-05, 50.0, 47.0
подводить, @default_class, 2.077217686746735e-05, 72.0, 69.0
pid, @default_class, 4.067884583491832e-05, 141.0, 31.0
светодиод, @default_class, 7.212561467895284e-05, 250.0, 101.0
auto, @default_class, 6.173952715471387e-05, 214.0, 69.0
списать, @default_class, 1.1828600690932944e-05, 41.0, 33.0
прибыльный, @default_class, 1.2405605957610533e-05, 43.0, 38.0
technologies, @default_class, 3.058126094401814e-05, 106.0, 64.0
детский, @default_class, 4.6448894863715395e-05, 161.0, 112.0
channel, @default_class, 3.3466283639427274e-05, 116.0, 45.0
композиция, @default_class, 3.202377411071211e-05, 111.0, 50.0
буфер, @default_class, 0.00010414938878966495, 361.0, 105.0
преобразовать, @default_class, 8.020368113648146e-05, 278.0, 166.0
недолго, @default_class, 8.655073543195613e-06, 30.0, 30.0
загрузиться, @default_class, 1.759864971973002e-05, 61.0, 46.0
переносить, @default_class, 5.3949959692545235e-05, 187.0, 146.0
delay, @default_class, 2.6253723262925632e-05, 91.0, 39.0
неизменный, @default_class, 2.7984739062958397e-05, 97.0, 82.0
конструирование, @default_class, 1.2694107681454625e-05, 44.0, 32.0
гаджет, @default_class, 9.75138318608515e-05, 338.0, 162.0
культурный, @default_class, 1.529063047200907e-05, 53.0, 44.0
стив, @default_class, 2.134918213414494e-05, 74.0, 46.0
5000, @default_class, 4.0390343201579526e-05, 140.0, 77.0
организм, @default_class, 8.857025386532769e-05, 307.0, 131.0
программировать, @default_class, 7.44336357456632e-05, 258.0, 176.0
холодильник, @default_class, 1.586763573868666e-05, 55.0, 44.0
center, @default_class, 5.8565998187987134e-05, 203.0, 96.0
скрываться, @default_class, 2.6542225896264426e-05, 92.0, 83.0
наполнить, @default_class, 1.8175654986407608e-05, 63.0, 53.0
удовлетворить, @default_class, 2.856174251064658e-05, 99.0, 86.0
деревянный, @default_class, 1.8752660253085196e-05, 65.0, 43.0
фундаментальный, @default_class, 4.817991066374816e-05, 167.0, 110.0
настраиваться, @default_class, 3.750532050617039e-05, 130.0, 89.0
mongodb, @default_class, 2.6542225896264426e-05, 92.0, 35.0
многолетний, @default_class, 1.0386088433733676e-05, 36.0, 34.0
мастер, @default_class, 9.001276339404285e-05, 312.0, 113.0
отладчик, @default_class, 2.365720138186589e-05, 82.0, 41.0
отпуск, @default_class, 3.404328890610486e-05, 118.0, 61.0
warning, @default_class, 3.3466283639427274e-05, 116.0, 51.0
флагманский, @default_class, 1.7310147086391225e-05, 60.0, 35.0
разрозненный, @default_class, 8.943576176534407e-06, 31.0, 30.0
корректность, @default_class, 2.0195171600789763e-05, 70.0, 52.0
взглянуть, @default_class, 5.741198765463196e-05, 199.0, 161.0
одноимённый, @default_class, 2.0195171600789763e-05, 70.0, 60.0
первичный, @default_class, 5.1930441259173676e-05, 180.0, 109.0
сферический, @default_class, 1.1828600690932944e-05, 41.0, 34.0
предположительно, @default_class, 1.4136619938653894e-05, 49.0, 45.0
начинающий, @default_class, 6.837508408352733e-05, 237.0, 178.0
ущерб, @default_class, 3.4908796806121245e-05, 121.0, 94.0
остановить, @default_class, 5.164193862583488e-05, 179.0, 153.0
каков, @default_class, 4.673739749705419e-05, 162.0, 133.0
1993, @default_class, 1.2117103324271739e-05, 42.0, 35.0
mvc, @default_class, 2.3368698748527095e-05, 81.0, 38.0
нестандартный, @default_class, 4.298686690162867e-05, 149.0, 120.0
торможение, @default_class, 1.6733141819713637e-05, 58.0, 31.0
амбициозный, @default_class, 2.2791693481849506e-05, 79.0, 66.0
хитрость, @default_class, 2.0483674234128557e-05, 71.0, 63.0
миф, @default_class, 3.7793823139509186e-05, 131.0, 86.0
восстанавливаться, @default_class, 1.5579133105347864e-05, 54.0, 36.0
запрещать, @default_class, 2.9427250410662964e-05, 102.0, 88.0
gb, @default_class, 4.2409861634951085e-05, 147.0, 48.0
нода, @default_class, 9.174377919407561e-05, 318.0, 73.0
sdk, @default_class, 5.885450082132593e-05, 204.0, 101.0
телевизор, @default_class, 7.183710840763524e-05, 249.0, 107.0
корнев, @default_class, 2.538821536290925e-05, 88.0, 61.0
гибкость, @default_class, 4.9333921197103336e-05, 171.0, 123.0
example, @default_class, 1.8752660253085196e-05, 65.0, 37.0
кампания, @default_class, 8.510822226526216e-05, 295.0, 122.0
option, @default_class, 0.00011165044998051599, 387.0, 42.0
аппаратура, @default_class, 4.298686690162867e-05, 149.0, 62.0
маркер, @default_class, 3.9524835301563144e-05, 137.0, 72.0
грубый, @default_class, 2.2214688215171918e-05, 77.0, 68.0
register, @default_class, 1.904116288642399e-05, 66.0, 40.0
закупить, @default_class, 1.0963093700411264e-05, 38.0, 37.0
сечь, @default_class, 2.134918213414494e-05, 74.0, 33.0
выясниться, @default_class, 6.058551662135869e-05, 210.0, 170.0
mkdir, @default_class, 2.6253723262925632e-05, 91.0, 59.0
шок, @default_class, 1.1251595424255356e-05, 39.0, 34.0
теряться, @default_class, 3.4908796806121245e-05, 121.0, 96.0
кэширование, @default_class, 4.298686690162867e-05, 149.0, 53.0
повышенный, @default_class, 5.5969478125916794e-05, 194.0, 159.0
годовой, @default_class, 2.740773379628081e-05, 95.0, 62.0
восстановление, @default_class, 0.00014684775669593364, 509.0, 190.0
просмотреть, @default_class, 4.760290539707057e-05, 165.0, 126.0
save, @default_class, 3.548580207279883e-05, 123.0, 63.0
сохраняться, @default_class, 7.703015580773354e-05, 267.0, 185.0
предупреждение, @default_class, 9.087827493203804e-05, 315.0, 146.0
листинг, @default_class, 1.529063047200907e-05, 53.0, 34.0
чрезмерный, @default_class, 2.2214688215171918e-05, 77.0, 58.0
трудность, @default_class, 6.635556201217696e-05, 230.0, 198.0
профессор, @default_class, 5.7988992921309546e-05, 201.0, 115.0
честно, @default_class, 6.779807881684974e-05, 235.0, 197.0
size, @default_class, 9.491730452282354e-05, 329.0, 104.0
сознание, @default_class, 7.472213474102318e-05, 259.0, 86.0
корневой, @default_class, 2.1637684767483734e-05, 75.0, 49.0
node, @default_class, 8.539672853657976e-05, 296.0, 79.0
учётный, @default_class, 9.809083712752908e-05, 340.0, 125.0
always, @default_class, 3.2889278372749686e-05, 114.0, 38.0
130, @default_class, 1.6444639186374843e-05, 57.0, 48.0
выступление, @default_class, 9.953334665624425e-05, 345.0, 157.0
писаться, @default_class, 5.3949959692545235e-05, 187.0, 142.0
колебание, @default_class, 3.6928315239492804e-05, 128.0, 80.0
подвергнуться, @default_class, 1.6733141819713637e-05, 58.0, 48.0
note, @default_class, 2.5676717996248044e-05, 89.0, 47.0
немаловажный, @default_class, 1.904116288642399e-05, 66.0, 60.0
бонус, @default_class, 7.789566006977111e-05, 270.0, 172.0
модем, @default_class, 2.2214688215171918e-05, 77.0, 38.0
квартира, @default_class, 4.558338696369901e-05, 158.0, 94.0
контрагент, @default_class, 2.1060679500806145e-05, 73.0, 31.0
вторичный, @default_class, 1.702164445305243e-05, 59.0, 40.0
сплав, @default_class, 1.6733141819713637e-05, 58.0, 32.0
простейшее, @default_class, 2.9715753044001758e-05, 103.0, 84.0
противостоять, @default_class, 9.232078809873201e-06, 32.0, 30.0
поезд, @default_class, 3.375478627276607e-05, 117.0, 57.0
справочник, @default_class, 1.8464157619746402e-05, 64.0, 43.0
800, @default_class, 3.8370828406186774e-05, 133.0, 98.0
повторный, @default_class, 6.462455348810181e-05, 224.0, 174.0
демонстрационный, @default_class, 1.9618166334112175e-05, 68.0, 50.0
восстановить, @default_class, 7.41451294743456e-05, 257.0, 165.0
дефолтный, @default_class, 1.9618166334112175e-05, 68.0, 43.0
file, @default_class, 0.00018291056039743125, 634.0, 190.0
магический, @default_class, 2.452270928188227e-05, 85.0, 59.0
классный, @default_class, 3.8370828406186774e-05, 133.0, 97.0
вышеописанный, @default_class, 1.904116288642399e-05, 66.0, 51.0
mail, @default_class, 2.30801961151883e-05, 80.0, 33.0
выключить, @default_class, 5.452696495922282e-05, 189.0, 140.0
возникновение, @default_class, 6.260503141675144e-05, 217.0, 171.0
сесть, @default_class, 3.4908796806121245e-05, 121.0, 102.0
обсуждаться, @default_class, 2.8273239877307788e-05, 98.0, 79.0
экономический, @default_class, 6.693256727885455e-05, 232.0, 150.0
продакшен, @default_class, 1.3559615581471007e-05, 47.0, 35.0
богатый, @default_class, 4.6448894863715395e-05, 161.0, 143.0
order, @default_class, 4.760290539707057e-05, 165.0, 72.0
мобильность, @default_class, 1.702164445305243e-05, 59.0, 34.0
недоставать, @default_class, 1.5579133105347864e-05, 54.0, 47.0
тёплый, @default_class, 3.865932740154676e-05, 134.0, 90.0
3000, @default_class, 2.9427250410662964e-05, 102.0, 77.0
побудить, @default_class, 1.0386088433733676e-05, 36.0, 33.0
failed, @default_class, 3.7793823139509186e-05, 131.0, 55.0
регулировать, @default_class, 3.6351309972815216e-05, 126.0, 102.0
150, @default_class, 6.375904195010662e-05, 221.0, 151.0
продолжение, @default_class, 6.693256727885455e-05, 232.0, 188.0
show, @default_class, 9.75138318608515e-05, 338.0, 74.0
здание, @default_class, 0.00010270687198499218, 356.0, 138.0
волновать, @default_class, 2.1637684767483734e-05, 75.0, 67.0
триггер, @default_class, 5.5969478125916794e-05, 194.0, 43.0
low, @default_class, 3.202377411071211e-05, 111.0, 59.0
неподалёку, @default_class, 8.943576176534407e-06, 31.0, 30.0
operation, @default_class, 2.452270928188227e-05, 85.0, 34.0
поправить, @default_class, 2.2214688215171918e-05, 77.0, 66.0
раскрыть, @default_class, 2.6542225896264426e-05, 92.0, 88.0
подключиться, @default_class, 6.02970139880199e-05, 209.0, 148.0
неважно, @default_class, 2.683072852960322e-05, 93.0, 80.0
активация, @default_class, 5.135343599249609e-05, 178.0, 96.0
резюме, @default_class, 3.7793823139509186e-05, 131.0, 66.0
timeout, @default_class, 2.740773379628081e-05, 95.0, 36.0
description, @default_class, 6.808657781220973e-05, 236.0, 73.0
накладывать, @default_class, 2.9427250410662964e-05, 102.0, 87.0
нерв, @default_class, 2.5676717996248044e-05, 89.0, 66.0
предстоять, @default_class, 4.18328563682735e-05, 145.0, 129.0
админ, @default_class, 5.827749555464834e-05, 202.0, 88.0
хост, @default_class, 0.00019271964265499264, 668.0, 131.0
всплеск, @default_class, 1.702164445305243e-05, 59.0, 41.0
двор, @default_class, 1.9618166334112175e-05, 68.0, 45.0
демонстрация, @default_class, 6.808657781220973e-05, 236.0, 178.0
найтись, @default_class, 6.058551662135869e-05, 210.0, 184.0
drop, @default_class, 2.740773379628081e-05, 95.0, 39.0
output, @default_class, 9.635982132749632e-05, 334.0, 100.0
технически, @default_class, 3.8370828406186774e-05, 133.0, 115.0
usage, @default_class, 1.529063047200907e-05, 53.0, 31.0
content, @default_class, 6.202802615007386e-05, 215.0, 82.0
galaxy, @default_class, 3.115826621069573e-05, 108.0, 41.0
results, @default_class, 2.452270928188227e-05, 85.0, 32.0
подчиняться, @default_class, 1.1251595424255356e-05, 39.0, 33.0
дополнить, @default_class, 7.097160414559767e-05, 246.0, 164.0
подчёркивать, @default_class, 2.0483674234128557e-05, 71.0, 62.0
stop, @default_class, 3.144676884403452e-05, 109.0, 46.0
кодировка, @default_class, 4.2409861634951085e-05, 147.0, 56.0
sed, @default_class, 3.115826621069573e-05, 108.0, 32.0
розетка, @default_class, 3.260077573941089e-05, 113.0, 46.0
сжимать, @default_class, 1.2982610314793419e-05, 45.0, 39.0
замедлять, @default_class, 1.3559615581471007e-05, 47.0, 43.0
grep, @default_class, 6.087401925469749e-05, 211.0, 68.0
мгновенный, @default_class, 2.4811211915221065e-05, 86.0, 76.0
макет, @default_class, 6.95290946168825e-05, 241.0, 103.0
сбой, @default_class, 6.981759361224249e-05, 242.0, 137.0
отказоустойчивый, @default_class, 1.4425122571992688e-05, 50.0, 41.0
пощупать, @default_class, 1.1828600690932944e-05, 41.0, 34.0
континент, @default_class, 1.067459106707247e-05, 37.0, 30.0
нанимать, @default_class, 2.3945704015204683e-05, 83.0, 53.0
переставать, @default_class, 3.404328890610486e-05, 118.0, 108.0
применительно, @default_class, 1.1828600690932944e-05, 41.0, 36.0
звёздный, @default_class, 3.0869763577356935e-05, 107.0, 66.0
list, @default_class, 0.00016790842346381396, 582.0, 168.0
применимый, @default_class, 5.770049028797075e-05, 200.0, 171.0
раскрывать, @default_class, 2.8850245143985376e-05, 100.0, 91.0
совершенствовать, @default_class, 9.809083167056087e-06, 34.0, 33.0
отдыхать, @default_class, 1.702164445305243e-05, 59.0, 52.0
